Location,Type,Category,Description,Price,Date,Rooms,Surface,PC1,PC2,PC3
Jardins de Cart,Location,App. 3 pièc,Apprt s2 meublé à  j,2200,19/12/2024,2,125,-0.060475509057076306,-0.1675712421411208,0.14342149339376217
Sahloul,Vente,App. 1 pièc,A  un appartement s3 sit,1,19/12/2024,0,178,-1.0522263037449935,-0.009092352462822244,-1.1566594858701753
Cite Ennasr 1,Vente,App. 2 pièc,S1 de haut standing a en,180000,19/12/2024,1,56,-0.5987535085055754,0.3931941904098114,-0.37314639769948493
El Menzah 9,Location,App. 2 pièc,S1 meublé menzah 9c,1300,19/12/2024,1,80,-0.7024345256052366,0.005778624423959657,-0.35304227755648965
Cite Ennasr 2,Location,App. 3 pièc,Appartement s2 à ennasr,1200,19/12/2024,2,125,-0.0613304241522667,-0.16956318083189978,0.1438226193523892
El Aouina,Vente,App. 5 pièc,Appartement s4 a l'aouin,420000,19/12/2024,4,200,1.548404509631658,0.3340355963075525,1.0017163169202108
Ain Zaghouan,Vente,App. 2 pièc,S plus 1 ain zaghouan su,205000,19/12/2024,1,64,-0.5610165276555285,0.43250728369806946,-0.4003669095530442
El Omrane,Location,App. 5 pièc,Rdc de villa à omran ric,2800,19/12/2024,4,225,1.2428717552628747,-0.5297680191767369,1.1153399328347633
Bab El Khadra,Location,App. 3 pièc,S2 neuf meublé au centre,1200,19/12/2024,2,70,-0.1738336355104914,-0.09747623471103764,0.2620201142065915
Cite Ennasr 2,Vente,App. 5 pièc,S4 spacieux et lumineux,700000,19/12/2024,4,220,1.8286909949606855,0.8655649947726247,0.8464201412849375
Ezzahra,Vente,App. 2 pièc,Residence la siesta,485000,19/12/2024,1,124,-0.1989095249750648,0.9116098122570602,-0.6416248996277375
La Mannouba,Location,App. 1 pièc,Appt s plus 1 résidence,700,19/12/2024,0,65,-1.2827716796112625,0.14040592016671263,-0.9140977471238945
Zone urbaine no,Vente,App. 3 pièc,Appartement moderne  sup,590000,19/12/2024,2,157,0.5074999977769843,0.9613488243738955,-0.1611297966387318
Mutuelle Ville,Location,App. 3 pièc,Appartement usage bureau,2000,19/12/2024,2,130,-0.05041892740718485,-0.17452298861753676,0.1327564917805601
Habib Thameur,Location,App. 3 pièc,Bureau s3 lafayette,800,19/12/2024,2,100,-0.11281021353499045,-0.13759316261691037,0.1977092037604774
Jardins de Cart,Location,App. 2 pièc,Studio meuble jardin de,850,19/12/2024,1,50,-0.7641846254116493,0.044202404442670276,-0.2883904100455426
Sahloul,Vente,App. 1 pièc,A  un appartement  s2 situ  r,1,19/12/2024,0,116,-1.1790481056397195,0.07216929589160416,-1.0234186734890747
El Mourouj,Location,App. 3 pièc,Bel appartement mrj 3,500,19/12/2024,2,121,-0.07011091645404356,-0.1657148509248369,0.1526995889673701
La Soukra,Location,App. 1 pièc,S1 meublé charges compri,600,19/12/2024,0,70,-1.272629606451852,0.13365336755937457,-0.9248028613329592
La Soukra,Location,App. 3 pièc,S2 meublé a soukra par s,600,19/12/2024,2,150,-0.010705549864733314,-0.2035251377376681,0.09033716090292802
La Soukra,Location,App. 1 pièc,S1 meublé a soukra charg,600,19/12/2024,0,70,-1.272629606451852,0.13365336755937457,-0.9248028613329592
Sahloul,Vente,App. 1 pièc,A  un appartement  s2 situ  r,1,19/12/2024,0,178,-1.0522263037449935,-0.009092352462822244,-1.1566594858701753
Cite Ennasr 2,Location,App. 4 pièc,Un appartement s 3 cité,1200,19/12/2024,3,120,0.47758352212092703,-0.27917220483607935,0.7480996717146802
Sfax,Location,App. 3 pièc,Appartement meublé tout,800,19/12/2024,2,125,-0.06167239019034285,-0.17035995630821135,0.14398306973584
Cite Ennasr 1,Location,App. 3 pièc,S2 à ennasr 2 900 d,900,19/12/2024,2,120,-0.07181446334975332,-0.16360740370087326,0.15468818394490477
Jardins d'el Me,Location,App. 2 pièc,S1 1000 d meuble aux jar,1000,19/12/2024,1,60,-0.7436012588095118,0.03139447776976674,-0.3099410325491916
Khaznadar,Vente,App. 3 pièc,App en rdc khaznadar,160000,19/12/2024,2,80,-0.01761798905639831,0.2057369119081432,0.17683085836676687
Habib Thameur,Vente,App. 4 pièc,App rue de marseille,160000,19/12/2024,3,100,0.5724337805614429,0.06336109421266266,0.7273817767044205
El Menzah 1,Vente,App. 1 pièc,Studio s0 a el manza,125000,19/12/2024,0,28,-1.2521897118291754,0.4364987540936647,-0.8844430254247688
El Aouina,Vente,App. 4 pièc,S3 400 md aouina,400000,19/12/2024,3,157,0.8942076406329332,0.46671809038345047,0.5086159610577641
Cite Ennasr 2,Vente,App. 4 pièc,S3 haut standing a ennas,410000,19/12/2024,3,132,0.8516189682401895,0.5194042709825412,0.5583308354961314
